NU_NUMERO_CONTRATO;DT_DATA_ASSINATURA;NU_VALOR_FINANCIAMENTO;NU_TAXA_JUROS;NU_PRAZO_CARENCIA;NO_NOME_MUTUARIO;NU_CPF;NU_NUMERO_IDENTIDADE;DT_DATA_NASCIMENTO;NO_ESTADO_CIVIL;NO_SEXO;NO_UF;NO_MUNICIPIO;NO_ENDERECO;NU_CEP
198805;23/10/2021;34012.55;50.000;1;FRANCINE ;10987972050;1961455;06/01/1965;solteiro;F;SP;SAO PAULO;R RUA AB LIO MONTEIRO, 0;67172717
140812;16/11/2023;83143.91;76.600;48;RODRIGO ;10720830996;6773291;28/11/1991;solteiro;F;SP;RIBEIRAO PRETO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;20425951
178717;16/03/2023;39251.00;45.000;10;THIAGO ;12096868999;3501420;29/03/1981;solteiro;M;PR;CHOPINZINHO;R RUA AB LIO MONTEIRO, 4;15193394
162946;22/10/2022;43248.00;50.000;4;MAURO ;11651062068;1766118;29/05/1994;solteiro;M;RS;PASSO FUNDO;R RUA AB LIO MONTEIRO, 4;32906278
168189;13/02/2021;62053.00;50.000;50;ANDRESA ;11436056580;2484947;30/11/1994;divorciado;M;SP;OSVALDO CRUZ;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;84450444
113300;05/01/2021;103788.18;76.600;30;CAMILA ;11043060412;4395692;31/08/1987;divorciado;F;SP;DIADEMA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;72995269
128093;04/07/2022;80690.40;45.000;44;ROGERIO ;11367499852;4212726;16/03/1997;solteiro;F;PR;MEDIANEIRA;R RUA AB LIO MONTEIRO, 4;66077024
133392;13/06/2023;88004.16;45.000;47;SORAYA ;12046112357;8384661;09/10/1963;divorciado;F;SP;TAUBATE;AV AV NIZA MARQUEZ GUARITA, 0;22005044
168413;02/03/2023;58302.86;45.000;3;RODRIGO ;10084169863;6184499;26/01/1981;solteiro;F;SC;MARAVILHA;AV RUA DOS CURI S, S/N BLOCO 2;95584500
121384;18/10/2022;98882.56;55.000;10;MURILO ;10507887549;4931288;06/11/1960;solteiro;F;PA;ANANINDEUA;R RUA AB LIO MONTEIRO, 4;23173771
175728;10/07/2020;83000.00;76.600;2;MARCIA ;10909739451;7896627;25/05/1961;casado;F;PR;SAO JOSE DOS PINHAIS;R RUA AB IO MONTEIRO, 4;64059380
123333;13/04/2023;57400.00;55.000;35;SIDNEY ;11912065055;1624555;01/08/1994;divorciado;F;MG;UBERLANDIA;R RUA CARLOS TASSO RODRIGUES S/N BLOCO 8;77249046
158481;11/01/2022;61260.00;45.000;11;TATIANA ;10201208296;4564920;02/07/1989;divorciado;M;BA;SALVADOR;AV RUA PROJETADA A SN BLOCO 9;88041214
124895;09/12/2022;160500.00;66.600;17;DANIELE ;10637613878;8130257;02/02/1950;solteiro;F;SP;ARARAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA S/N, 0;71016211
145428;09/09/2021;43909.00;45.000;1;ELAINA ;11312622206;2488723;20/10/1986;solteiro;M;PR;CURITIBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;10110290
158420;12/04/2024;69984.00;50.000;50;DONIZETE ;10047687144;8546859;26/12/1951;solteiro;F;RS;NOVO HAMBURGO;AV RUA DOS CURI S, S/N BLOCO 2;77993889
133555;26/11/2022;100970.00;45.000;41;NALDINE ;11296927893;2382021;30/04/1986;solteiro;F;MG;CARATINGA;MUN RUA 4;79042568
107598;01/06/2023;37059.19;45.000;39;GUILHERME ;10247930268;4396327;28/02/1956;divorciado;F;PR;SANTA CRUZ DE MONTE CASTELO;R RUA AB LIO MONTEIRO, 4;39979229
159950;18/06/2021;55355.80;50.000;22;FABIO ;11661104118;9077311;09/05/1973;divorciado;F;SC;VIDAL RAMOS;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;79388878
190645;27/03/2023;73775.27;45.000;16;WELMER ;10733873440;5974847;03/01/1979;solteiro;F;GO;ITABERAI;R RUA AB LIO MONTEIRO, 4;69884605
159242;16/04/2021;51663.00;45.000;30;ADILSON ;10506962309;4993129;05/03/1984;divorciado;F;PR;CURITIBA;R RUA AB LIO MONTEIRO, 0;29026340
169078;28/12/2021;83671.53;76.600;10;ELBIO ;11211576203;4669393;21/06/1987;solteiro;F;SE;ARACAJU;R RUA AB LIO MONTEIRO, 4;67007618
135305;16/06/2020;49023.00;50.000;42;RAPHAEL ;10226983337;2037185;30/07/1971;solteiro;M;PR;PORECATU;AV RUA DOS CURI S, S/N BLOCO 3;50916336
152944;14/08/2023;67382.03;45.000;38;GISELE ;11583787332;3381758;31/05/1999;solteiro;F;SP;CATANDUVA;R RUA ABILIO MONTEIRO, 0;27744095
113238;25/06/2022;58500.00;50.000;42;GABRIEL ;11218465543;6930611;10/11/1982;casado;F;RS;SEBERI;R RUA AB LIO MONTEIRO, 4;24974675
115096;10/05/2023;30491.00;50.000;12;RENATO ;10254613326;5337699;05/08/1967;solteiro;F;PI;ALAGOINHA DO PIAUI;AV AV NIZA MARQUEZ GUARITA SN BLOCO 1;31113906
100937;14/04/2021;94734.02;45.000;0;DIEGO ;11837889035;4415003;09/12/1963;solteiro;F;SP;PIRASSUNUNGA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;98411445
158080;25/03/2022;106885.89;60.000;15;MARY ;11988200323;3976030;12/01/1995;solteiro;M;GO;GOIANIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;46400625
109157;27/04/2023;95565.06;55.000;43;CARINA ;11776397890;3917303;22/02/1972;solteiro;M;SP;SANTA BARBARA D'OESTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;25133276
156632;18/06/2020;26160.00;50.000;49;LUIS ;11784207760;1400037;07/10/1961;casado;M;PR;LOBATO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;91012628
152983;31/07/2020;67040.00;50.000;25;VANESSA ;10602733117;1912483;02/01/1963;solteiro;F;PI;TERESINA;R RUA AB LIO MONTEIRO, 4;72828623
150615;12/03/2023;65525.72;50.000;30;BENERGILIO ;11695694296;6190147;19/01/1952;solteiro;F;SP;FERRAZ DE VASCONCELOS;AV RUA DOS CURI S, 0;62865354
174336;19/09/2021;70957.19;50.000;50;RAFAEL ;11544862716;7233704;16/02/1978;solteiro;M;PR;CASCAVEL;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;10374944
185539;31/12/2022;67738.21;50.000;7;LUIZ ;10732363393;8428527;22/05/1982;solteiro;F;RS;CACHOEIRINHA;R RUA CARLOS SALGE 1;81009081
122532;24/06/2020;92861.00;45.000;5;CRISTIANE ;10261176132;7442079;20/01/1972;divorciado;F;SP;TAUBATE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;34379579
168018;07/09/2020;60101.03;50.000;3;TATIANE ;10955276079;9318522;11/12/1994;casado;M;SP;SAO JOSE DOS CAMPOS;R RUA AB LIO MONTEIRO, 4;50617207
108456;29/03/2021;84755.44;45.000;36;WLADIMIR ;11293810652;3383042;18/07/1992;solteiro;F;SP;JUNDIAI;AV RUA SILVERIO AZEVEDO NR,3;43138270
196447;20/05/2021;91023.23;50.000;9;RAFAEL ;10111150328;7272791;11/12/1959;solteiro;F;SP;SOROCABA;R RUA AB LIO MONTEIRO, 4;14626324
168393;20/10/2023;53959.00;45.000;36;MARCOS ;12052682004;9562440;27/05/1964;divorciado;M;PE;ARCOVERDE;R R CARLOS TASSO RODRIGUES DA CUNHA, 0;56525264
164166;16/01/2024;100949.00;50.000;15;SILVIO ;10051380475;7964126;21/07/1952;solteiro;M;SP;SOROCABA;AV AV NIZA MARQUEZ GUARITA SN BLOCO 1;75280163
149705;01/05/2022;20160.54;45.000;9;FRANCIELLE ;11736400040;3790269;04/06/1995;divorciado;M;GO;NIQUELANDIA;R RUA JOAQUIM D DE OLIVEIRA, 0;80016953
157570;01/08/2020;82758.00;45.000;4;NATALIA ;11662987066;3233038;16/10/1989;solteiro;F;MG;UBERLANDIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;25032035
117534;10/02/2022;67875.34;45.000;23;NELSON ;11950735369;6727177;22/08/1989;divorciado;F;SP;INDAIATUBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;40956266
186594;22/10/2023;89201.21;76.600;11;BRUNO ;11297224535;6413303;07/09/1957;divorciado;M;ES;VILA VELHA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;12135553
105690;14/03/2023;69532.00;50.000;18;LUCAS ;10369211524;2397720;17/07/1964;solteiro;F;MA;TIMON;R RUA AB LIO MONTEIRO, 0;88403883
159995;12/08/2021;72000.00;60.000;19;ANA ;10068123246;4333085;16/03/1962;divorciado;F;SC;APIUNA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;65960991
165143;16/10/2020;56174.00;50.000;8;ROSIANE ;10539082296;7234177;07/06/1961;casado;M;SP;ARACATUBA;R RUA AB LIO MONTEIRO, 0;88125038
189821;22/01/2020;67040.00;50.000;33;PHILIPPE ;11407127516;2957655;01/11/1967;divorciado;M;RS;CACHOEIRINHA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;76134598
149036;05/04/2021;54487.98;45.000;36;ESLEY ;10744157418;9906596;15/09/1971;solteiro;M;MG;PERDIZES;AV RUA DOS CURIOS, 0;94210958
133205;27/01/2023;63230.17;50.000;3;FABIANA ;10103690678;3673607;02/06/1965;solteiro;F;RN;NATAL;R RUA AB LIO MONTEIRO, 4;83617891
101299;12/07/2022;70376.00;45.000;38;MARIA ;11973159754;5223800;27/03/1971;divorciado;M;SC;ARARANGUA;AL ALAMEDA JOSE DE OLIVEIRA GUIMARAES, 0;24522005
132250;10/05/2021;60111.57;45.000;17;ANA ;11384206725;1707941;09/10/1985;divorciado;F;PR;SANTO ANTONIO DA PLATINA;R RUA AB LIO MONTEIRO, 4;82787533
122892;05/09/2022;42379.00;50.000;20;SERGIO ;11862945952;5985221;02/10/1983;solteiro;F;PE;BREJO DA MADRE DE DEUS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;39620456
101615;27/09/2022;78396.94;45.000;41;JOSIANE ;11825041440;8480687;29/03/1996;divorciado;M;RJ;RIO DE JANEIRO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;13317156
109979;12/12/2020;87524.00;45.000;40;JULIANA ;10490245670;5338669;04/10/1968;divorciado;M;PR;COLOMBO;R RUA AB LIO MONTEIRO, 4;35194485
134740;19/06/2021;82737.31;60.000;50;RUTE ;11461900297;4860442;22/08/1961;divorciado;M;SP;BOTUCATU;AV RUA DOS CURI S, S/N BLOCO 1;29035607
182334;31/05/2022;114576.14;66.600;8;CARLOS ;10101592928;5205624;18/05/1998;divorciado;F;SP;CAJAMAR;AV RUA DOS CURI S, S/N BLOCO 1;21706263
135223;11/04/2020;93834.98;60.000;38;ALICE ;11281638729;5200431;02/06/1951;divorciado;M;DF;BRASILIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;40437912
129783;16/12/2022;77457.36;45.000;40;DANIELA ;11725235493;7096318;24/07/1986;solteiro;M;SC;PALHOCA;R RUA AB LIO MONTEIRO, 4;92752309
193687;28/12/2020;66565.28;45.000;0;MARIA ;11864551427;5062914;29/07/1965;divorciado;M;SP;SAO PAULO;R OLANDA DERENUSSON SILVEIRA SN BLOCO 0;92831735
105528;25/11/2021;89911.00;55.000;15;FABIO ;10839629015;9628042;04/08/1998;divorciado;F;MG;SANTA LUZIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;12448266
144914;12/03/2020;50917.00;50.000;16;DAIANA ;10830045189;8461179;10/12/1998;solteiro;F;PA;CASTANHAL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;61579297
125586;09/03/2024;96847.07;60.000;50;LETICIA ;12009931426;3875123;31/07/1962;divorciado;M;PR;SAO JOSE DOS PINHAIS;AV RUA DOS CURI S, S/N BLOCO 2;99491167
175786;05/04/2021;64680.00;50.000;44;CLEITON ;10678256335;1478601;09/09/1969;solteiro;F;AL;SATUBA;AV RUA DOS CURI S, S/N BLOCO 8;58005877
194058;20/04/2024;24997.42;50.000;9;ALESSANDRA ;11568391366;6683482;14/07/1965;casado;F;PR;FRANCISCO BELTRAO;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;71869310
115784;27/04/2024;64618.16;45.000;35;JULIANA ;11780491420;7152131;30/05/1954;divorciado;F;SP;PRESIDENTE PRUDENTE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;15888622
183807;17/08/2021;67864.17;45.000;4;BRUNA ;11811467644;3404592;25/11/1953;divorciado;F;SP;BOTUCATU;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;61951196
151879;02/02/2024;113387.00;55.000;38;ALEXANDRA ;11615814382;2614148;22/09/1962;divorciado;M;SC;PENHA;R RUA AB LIO MONTEIRO, 0;74614363
141037;19/07/2021;87384.97;55.000;28;FABIANA ;10512531283;5380682;27/01/1952;divorciado;M;MT;VARZEA GRANDE;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;27940846
142331;07/02/2021;63078.86;45.000;18;VALDENI ;10731851425;6165702;03/04/1982;divorciado;M;RN;NATAL;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;40153996
139040;20/10/2021;57040.00;45.000;50;ANA ;11880703378;1500084;16/04/1950;divorciado;F;ES;SERRA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;27344588
124410;18/10/2022;76880.00;66.600;28;AROLDO ;11954563398;8490814;17/10/1963;divorciado;M;MA;RAPOSA;R RUA AB LIO MONTEIRO, 4;23535243
114839;10/07/2022;72553.11;50.000;26;ISABEL ;11359662076;5492368;25/12/1958;solteiro;F;MG;BETIM;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;42825924
191795;12/08/2020;84705.98;50.000;30;FABIO ;10114737502;4044973;08/07/1978;divorciado;M;RN;PARNAMIRIM;AV RUA D, 0;67552296
186518;19/12/2021;79997.42;50.000;27;VILMA ;11369975073;8982999;01/02/1990;solteiro;F;SP;ARARAQUARA;AV RUA D, 0;16414983
151456;13/08/2021;100515.43;55.000;24;LETICIA ;11107808162;3653362;30/03/1979;solteiro;M;PR;SAO JOSE DOS PINHAIS;R RUA AB LIO MONTEIRO, 0;68546303
193974;27/08/2020;53995.46;45.000;42;JELITA ;10183223114;8698405;09/01/1978;casado;M;MG;SANTA LUZIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;49000114
149423;29/05/2021;58840.00;45.000;20;TIAGO ;10765540292;8544994;18/02/2000;divorciado;M;BA;ITABUNA;R RUA AB LIO MONTEIRO, 4;58486988
109679;11/12/2021;89161.14;45.000;30;JESSICA ;11523629031;4452755;14/11/1980;divorciado;F;SP;JUNDIAI;R RUA AB LIO MONTEIRO, 4;22430484
180128;02/07/2022;46314.21;50.000;21;LUIZ ;10025400420;9503878;24/11/1961;divorciado;F;SP;MAUA;R RUA AB LIO MONTEIRO, 4;81361535
184227;17/11/2022;87887.00;50.000;35;IGOR ;10352519416;9991193;23/09/1965;divorciado;M;SE;ARACAJU;R R ABILIO MONTEIRO, 0;57407012
107921;06/03/2024;86835.34;55.000;28;JOEL ;11327535192;2066094;04/01/1965;divorciado;M;PR;SAO JOSE DOS PINHAIS;R RUA AB LIO MONTEIRO, 0;50864093
183255;06/03/2021;80887.00;50.000;34;LEONARDO ;10456926377;1159798;11/05/1973;solteiro;M;BA;ILHEUS;R ABILIO MONTEIRO N 4;54946944
159291;01/12/2020;76500.00;45.000;37;KARINA ;10698996191;5882291;13/10/1994;divorciado;F;GO;VALPARAISO DE GOIAS;R ABILIO MONTEIRO N 4;13924410
186459;09/05/2024;66440.00;45.000;11;PAULO ;10233953480;4936121;09/01/1966;solteiro;M;MG;PASSOS;R RUA AB LIO MONTEIRO, 0;74690010
157182;18/07/2023;82359.96;45.000;3;OSNI ;11988709636;8757845;14/02/1996;divorciado;F;SP;SUZANO;R RUA ABILIO MONTEIRO 4;18508805
125461;28/05/2023;41711.00;45.000;2;SILMARA ;10449986260;9889505;28/12/1988;divorciado;M;PE;BELO JARDIM;R RUA AB LIO MONTEIRO, 4;21381102
127408;24/08/2023;67558.00;45.000;8;TIAGO ;11220653197;7261267;13/06/1990;solteiro;M;SP;FERRAZ DE VASCONCELOS;R R ABILIO MONTEIRO 4;74360975
159992;25/12/2022;59581.00;50.000;13;WESLEY ;11442761974;6750173;27/07/1954;solteiro;F;SE;TOBIAS BARRETO;R RUA AB   LIO MONTEIRO, 0;13451944
184205;11/02/2023;76595.76;45.000;39;FATIMA ;11918266752;1573797;31/03/1995;solteiro;F;RJ;RIO DE JANEIRO;MUN RUA 4;98818732
155446;18/08/2020;57379.00;50.000;19;JACQUELINE ;11162476173;1158821;03/09/1951;divorciado;M;SE;TOBIAS BARRETO;R RUA ABILIIO MONTEIRO, 0;98482217
190696;27/04/2024;63952.00;45.000;31;REGINA ;11941126394;7755528;14/08/1983;solteiro;M;SE;BARRA DOS COQUEIROS;R RUA ABILIO MONTEIRO, 0;78714287
104109;01/11/2022;89996.26;45.000;48;ANDERSON ;10749469759;9366565;30/10/1956;solteiro;M;GO;VALPARAISO DE GOIAS;R RUA ABILIO MONTEIRO, 4;20389417
104975;12/04/2022;58817.00;50.000;26;ANDERSON ;11721082580;4572830;12/08/1999;divorciado;M;PE;OLINDA;AV RUA DOS CURI S, S/N BLOCO 1;72520719
133909;29/08/2022;50012.52;45.000;5;ANA ;10012743826;9062837;04/06/1961;solteiro;M;SC;CORONEL FREITAS;AV RUA DOS CURI S, S/N BLOCO 1;65235866
159671;22/11/2020;67128.00;45.000;1;LUIZ ;11002563958;5010641;08/02/1978;casado;M;SC;SAO JOSE;AV RUA DOS CURI S, S/N BLOCO 1;46450409
101619;22/07/2022;34500.00;45.000;40;PAULO ;11652562454;4061058;11/12/1965;solteiro;F;MT;CUIABA;AV RUA DOS CURI S, S/N BLOCO 1;25158733
148911;26/09/2022;62866.00;45.000;45;MARGARIDA ;11634513553;1436853;11/02/1971;divorciado;M;SP;SAO PAULO;AV RUA DOS CURI S, S/N BLOCO 5;43459411
139638;19/07/2020;102505.30;66.600;6;WESLEY ;10690201828;6699828;18/06/1966;solteiro;M;MG;JUIZ DE FORA;AV DOS CURIOS SN BLOCO 4;41106112
156242;08/03/2021;13015.11;45.000;41;DAYANE ;11603729286;6640235;05/01/1956;divorciado;F;PR;CURITIBA;R RUA ABILIO MONTEIRO, 0;66029933
159393;13/11/2022;67952.31;45.000;43;ELVIS ;11628578157;1864131;31/01/1959;divorciado;M;SP;SAO CARLOS;R OLANDA DERENUSSON SILVEIRA SN BLOCO 1;45324094
107755;23/02/2020;54229.00;45.000;32;KARINA ;11330448530;8659852;16/06/1962;solteiro;F;SP;ITAPEVA;AV RUA DOS CURIOS, 0;59242904
146492;30/08/2021;72621.34;45.000;0;MIRIA ;11438417987;5832776;18/02/1981;divorciado;M;SP;SAO PAULO;AV RUA DOS CURI S, 0;19629803
168419;18/08/2022;54826.76;50.000;50;RICARDO ;11866538763;6736510;06/08/1963;casado;M;MG;UBERABA;AV NIZA MARQUEZ GUARITA SN BLOCO 3;24927369
143469;20/02/2020;62285.00;45.000;19;MARCIANA ;10782912268;2295662;01/05/1958;solteiro;F;BA;ITABUNA;AV RUA DOS CURIOS SN BLOCO 2;94665842
127198;27/12/2020;59468.00;45.000;25;FRANCIELLE ;11674663758;6765166;18/11/1998;solteiro;M;RO;JARU;R ABILIO MONTEIRO 4;75408106
103653;29/10/2023;55036.43;45.000;16;RENAN ;10550276746;2283074;15/05/1969;divorciado;M;SP;BAURU;AV NIZA MARQUEZ GUARITA SN BLOCO 1;23963120
180840;02/03/2021;67710.00;45.000;21;PRISCILA ;11772975486;5506120;12/08/1958;solteiro;M;PB;JOAO PESSOA;AV NIZA MARQUEZ GUARITA SN BLOCO 2;35780583
198410;06/01/2023;72154.52;50.000;38;EVANDRO ;10277246256;6973290;12/11/1977;divorciado;M;RN;PARNAMIRIM;AV NIZA MARQUEZ GUARITA SN BLOCO 2;53702157
185629;02/04/2022;73680.19;45.000;44;LETICIA ;11784077044;4725423;23/05/1986;solteiro;M;SC;BALNEARIO CAMBORIU;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;36123122
137213;25/01/2022;84457.19;76.600;25;LUSIMAR ;11989076217;1707097;06/01/1963;divorciado;F;SP;GUARULHOS;AV RUA DOS CURI S, S/N BLOCO 1;94985904
145677;10/02/2022;83717.60;55.000;23;PATRICIA ;10876609601;8203327;12/01/1982;solteiro;F;MG;CONTAGEM;AV PADRE GUILHERME DECAMINADA N 1;31860885
138876;12/02/2023;85499.64;55.000;47;CLEIDE ;11068711372;1008413;29/05/1991;casado;M;MG;ESMERALDAS;AV RUA DOS CURIOS, 0;18884910
128479;17/03/2021;58145.00;45.000;46;ELISANGELA ;11558314009;7506708;01/07/1989;solteiro;M;GO;GOIANIA;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;81083075
183354;14/04/2022;71989.00;45.000;19;LUCIANO ;10964593040;1637690;03/01/1958;casado;M;SP;PIRASSUNUNGA;AV RUA DOS CURI S, S/N BLOCO 2;78414532
100588;24/10/2023;71971.84;50.000;46;TIAGO ;11520843567;3886327;23/03/1994;solteiro;M;PA;TAILANDIA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;71944122
176135;27/10/2021;53415.41;45.000;26;CINTIA ;11750048418;7276751;11/10/1957;solteiro;F;SP;JUNDIAI;R RUA ABILIO MONTEIRO, 0;53564874
173993;04/10/2022;113317.18;60.000;13;ALEXANDER ;11433406391;7723239;30/06/1993;solteiro;M;SP;SAO PAULO;R RUA ABILIO MONTEIRO, 4;53904133
101362;10/09/2023;70720.00;50.000;4;WALLACE ;10813356190;1379468;17/08/1950;solteiro;M;AL;SATUBA;AV RUA DOS CURI S, S/N BLOCO 2;17880557
140904;02/02/2021;45726.81;45.000;34;ANA ;10544103619;1362644;12/05/1964;casado;M;RN;PARNAMIRIM;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;69432121
140677;06/03/2021;67284.11;45.000;39;SAMIRA ;10114544040;9890858;25/01/1984;solteiro;F;SP;BOTUCATU;R ABILIO MONTEIRO 4;58247380
111021;08/02/2022;73049.96;45.000;50;MARIA ;10359433564;2305379;05/01/1960;vi£vo;M;PR;LONDRINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;73432830
147709;18/12/2020;63212.00;50.000;1;SILVIO ;10836594428;1860120;11/05/1972;solteiro;M;PI;TERESINA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;60547194
174534;23/09/2022;83727.00;45.000;38;TAMARA ;10512167688;3478597;27/05/1974;divorciado;F;SP;LIMEIRA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;87157722
130874;25/03/2020;36575.00;50.000;16;ELISABETE ;11936865979;8559082;05/03/1987;divorciado;F;RS;ROCA SALES;AV AV NIZA MARQUEZ GUARITA SN BL 3;91141017
189577;30/03/2024;29000.00;50.000;43;DIEGO ;10411447282;8863052;05/10/1963;solteiro;M;AL;TAQUARANA;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;57481207
155897;06/12/2020;33000.00;50.000;22;DANIEL ;10717335655;3641388;19/12/1953;solteiro;M;PR;SAO JOAO;R RUA CARLOS TASSO RODRIGUES DA CUNHA, 0;76302288
133587;27/05/2020;43120.39;50.000;43;AGUINALDO ;10548343264;9411052;29/08/1972;solteiro;M;BA;FEIRA DE SANTANA;AV DOS CURIOS SN BLOCO 1;47203538
115544;04/01/2023;73760.59;45.000;16;ELISANGELA ;10762041340;6167629;08/11/1981;solteiro;M;SP;SOROCABA;R RUA ABILIO MONTEIRO N 4;62138430
194104;06/12/2020;67840.68;45.000;35;ROGERIO ;12101347288;9636162;20/11/1989;casado;F;RS;SANTA MARIA;AV RUA DOS CURI S, S/N BLOCO 0;52622909
122844;21/07/2020;71600.00;45.000;49;LIDIVANIA ;11176453914;1404949;09/07/1969;vi£vo;M;SP;BOTUCATU;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;54566859
107977;23/06/2022;64124.73;45.000;47;DAIANE ;11546109695;3268878;26/09/1991;solteiro;M;RJ;RIO DE JANEIRO;AV DOS CURIOS SN BLOCO 2;53735696
157962;13/03/2020;57030.60;45.000;49;VALDEMIR ;10308698887;4180220;21/05/1950;solteiro;M;SP;TEODORO SAMPAIO;R ABILIO MONTEIRO N 4;42013646
147724;10/09/2023;56944.00;45.000;40;MICHELLE ;10104286081;4896771;10/12/1965;solteiro;M;SP;PEDREIRA;AV NIZA MARQUEZ GUARITA SN BLOCO 3;26984399
128457;27/03/2020;73425.08;45.000;0;ADENALDO ;10891713517;3530316;01/07/1970;solteiro;M;GO;VALPARAISO DE GOIAS;R RUA ABILIO MONTEIRO, 0;57800331
129530;26/08/2023;78606.12;45.000;5;JACQUELINE ;11958104680;1590787;12/11/1952;divorciado;M;PR;CURITIBA;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;96908640
168967;27/03/2022;61727.51;45.000;49;MAURICIO ;11350959170;1613260;15/01/1957;solteiro;M;PR;TOLEDO;R ABILIO MONTEIRO 4;96884249
178125;15/09/2020;55762.52;45.000;20;TIAGO ;10437910391;2029633;27/10/1987;divorciado;M;SP;CAMPINAS;R RUA CARLOS TASSO RODRIGUES DA CUNHA SN, 0;71033815
125674;30/03/2022;37000.00;45.000;43;ADRIANO ;10248909616;7289019;13/06/1977;casado;F;SP;BARIRI;R ABILIO MONTEIRO 4;55360664
162697;25/05/2023;61421.00;45.000;42;ANDERSON ;11721628402;5724337;16/11/1955;solteiro;M;PR;FAZENDA RIO GRANDE;R CARLOS TASSO RODRIGUES DA CUNHA SN BLOC, 0;54069145
103677;13/04/2022;67736.80;50.000;43;MARY ;10766551682;8639863;07/07/1956;solteiro;M;SP;RIO CLARO;AV NIZA MARQUEZ GUARITA SN BLOCO 3;13985940
176323;15/06/2021;53895.50;45.000;5;CAMILA ;11367572604;8373426;18/12/1989;solteiro;F;SP;SUZANO;AV RUA DOS CURI S, S/N BLOCO 3;32136645
183279;16/08/2020;30000.00;45.000;3;DANIELA ;10620115201;9800201;11/04/1970;solteiro;M;RS;SANTA CRUZ DO SUL;AV AV NIZA MARQUEZ GUARITA, 0;69090876
155611;04/05/2020;65919.00;50.000;43;GENILSON ;10616596313;1339063;02/01/1967;solteiro;M;AL;MACEIO;R ABILIO MONTEIRO N 4;86929779
128033;12/04/2020;58693.00;50.000;21;MAICHOLN ;10975445219;2575224;31/12/1997;solteiro;M;RS;SAO LEOPOLDO;R CARLOS TASSO RODRIGUES DA CUNHA BLOCO 0;93320663
131802;17/07/2022;68663.73;45.000;37;DENISE ;11378790152;5623294;11/10/1999;solteiro;F;DF;BRASILIA;R ABILIO MONTEIRO 4;36421697
171456;15/03/2023;35361.07;50.000;40;JOSY ;11942729777;8115903;31/01/1983;solteiro;F;PR;FOZ DO IGUACU;R CARLOS TASSO RODRIGUES DA CUNHA BLOCO 0;23450564
171265;30/03/2021;70190.00;50.000;19;JOCELIO ;10224713179;6726076;30/07/1991;divorciado;M;SP;ADAMANTINA;AV RUA DOS CURI S, S/N BLOCO 2;45684867
161447;21/08/2023;39437.00;45.000;47;JACQUELINE ;11670946805;4806606;03/05/1986;casado;M;PR;LOBATO;AV DOS CURIOS BLOCO 1;91830302
162764;10/08/2023;75105.97;50.000;45;ALESSANDRA ;12094239993;1055325;21/03/1967;solteiro;M;MG;UBERABA;AV DOS CURIOS SN BLOCO 1;16766456
